Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
montese;Casa à venda, 600 m² por R$ 550.000,00 - Montese - Fortaleza/CE;550000;600;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;916,6666667
jardim das oliveiras;Casa à venda, 160 m² por R$ 600.000,00 - Jardim das Oliveiras - Fortaleza/CE;600000;160;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;3750
aldeota;Casa à venda por R$ 340.000,00 - Aldeota - Fortaleza/CE;340000;80;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;4250
jardim america;Casa com 4 dormitórios à venda, 280 m² por R$ 490.000,00 - Jardim América - Fortaleza/CE;490000;280;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;1750
maraponga;Casa à venda, 109 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;109;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;5045,87156
jose bonifacio;Casa à venda, 544 m² por R$ 1.600.000,00 - Fátima - Fortaleza/CE;1600000;544;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2941,176471
montese;Casa à venda, 500 m² por R$ 900.000,00 - Montese - Fortaleza/CE;890000;500;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1780
parangaba;Casa à venda, 47 m² por R$ 330.000,00 - Maraponga - Fortaleza/CE;330000;48;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;6875
aldeota;Casa com 5 dormitórios à venda, 252 m² por R$ 2.000.000,00 - Aldeota - Fortaleza/CE;2000000;252;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;7936,507937
fatima;Casa à venda, 117 m² por R$ 1.450.000,00 - Fátima - Fortaleza/CE;1450000;117;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;12393,16239
coco;Casa à venda, 210 m² por R$ 699.000,00 - Cocó - Fortaleza/CE;699000;210;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;3328,571429
vila uniao;Casa à venda, 272 m² por R$ 950.000,00 - Montese - Fortaleza/CE;880000;273;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;3223,443223
itaoca;Casa com 2 dormitórios à venda, 43 m² por R$ 170.000,00 - Parangaba - Fortaleza/CE;170000;43;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;3953,488372
jose bonifacio;Casa com 2 dormitórios à venda, 216 m² por R$ 480.000,00 - Fátima - Fortaleza/CE;480000;216;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2222,222222
bom futuro;Casa à venda por R$ 350.000,00 - Montese - Fortaleza/CE;350000;146;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2397,260274
fatima;Casa residencial à venda, Fátima, Fortaleza.;1150000;302;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;3807,94702
messejana;Casa com 3 dormitórios à venda, 88 m² - Messejana - Fortaleza/CE;385000;88;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;4375
montese;Casa à venda por R$ 2.000.000,00 - Montese - Fortaleza/CE;2000000;891;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2244,668911
aldeota;Casa à venda, 1600 m² por R$ 5.000.000,00 - Aldeota - Fortaleza/CE;5000000;1600;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;3125
edson queiroz;Casa à venda, 500 m² por R$ 1.265.000,00 - Edson Queiroz - Fortaleza/CE;1265000;500;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2530
vila velha;Casa com 4 dormitórios à venda, 150 m² por R$ 450.000,00 - Vila Velha - Fortaleza/CE;450000;150;Baixo (0,2501-0,3500);0,271651977;486,95;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;3000
maraponga;Casa à venda, 90 m² por R$ 550.000,00 - Maraponga - Fortaleza/CE;550000;90;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;6111,111111
montese;Casa com 4 dormitórios à venda, 300 m² por R$ 600.000,00 - Montese - Fortaleza/CE;580000;300;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1933,333333
joao xxiii;Casa com 6 dormitórios à venda, 400 m² por R$ 980.000,00 - João Xxiii - Fortaleza/CE;1000000;400;Baixo (0,2501-0,3500);0,283709367;449,97;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;2500
montese;Casa à venda, 400 m² por R$ 900.000,00 - Montese - Fortaleza/CE;900000;400;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2250
barroso;Casa residencial à venda, Barroso, Fortaleza.;289000;320;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;903,125
parreao;Casa com 5 dormitórios à venda, 200 m² por R$ 550.000,00 - Vila União - Fortaleza/CE;549000;200;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2745
montese;Casa à venda por R$ 580.000,00 - Montese - Fortaleza/CE;580000;363;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1597,796143
joaquim tavora;Casa com 1 dormitório à venda, 50 m², Terreno 3,00m x 20,50m- Joaquim Távora - Fortaleza/C;153000;50;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;3060
itaperi;Casa à venda, 90 m² por R$ 395.000,00 - Itaperi - Fortaleza/CE;395000;90;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;4388,888889
joquei clube;Casa à venda, 196 m² por R$ 500.000,00 - Jóquei Clube - Fortaleza/CE;500000;196;Médio (0,3501-0,5000);0,406362443;708,67;32,043888556;17,899940084;41,428250449;8,421959257;0,801-0,900 (Alto);0,9115318;0,865542527;2551,020408
fatima;Casa à venda, 715 m² por R$ 1.790.000,00 - Fátima - Fortaleza/CE;1790000;715;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2503,496503
montese;Casa à venda por R$ 2.300.000,00 - Montese - Fortaleza/CE;2300000;1188;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1936,026936
vila uniao;Casa à venda - Vila União - Fortaleza/CE;1400000;864;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;1620,37037
papicu;Casa à venda, 168 m² por R$ 520.000,00 - Papicu - Fortaleza/CE;520000;169;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;3076,923077
cidade dos funcionarios;Casa à venda, 196 m² por R$ 850.000,00 - Cidade dos Funcionários - Fortaleza/CE;850000;196;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;4336,734694
benfica;Casa com 5 dormitórios à venda, 300 m² por R$ 400.000,00 - Centro - Fortaleza/CE;400000;300;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;1333,333333
fatima;Casa à venda no Bairro Fátima, Fortaleza;599000;174;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;3442,528736
bom futuro;Casa à venda, 160 m² por R$ 380.000,00 - Montese - Fortaleza/CE;380000;160;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2375
rodolfo teofilo;Casa à venda, 317 m² por R$ 1.400.000,00 - Rodolfo Teófilo - Fortaleza/CE;1260000;317;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;3974,763407
edson queiroz;Casa com 4 dormitórios à venda, 182 m² por R$ 990.000,00 - Edson Queiroz - Fortaleza/CE;990000;182;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;5439,56044
papicu;Casa com 3 dormitórios à venda, 179 m² por R$ 500.000,00 - Papicu - Fortaleza/CE;500000;180;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;2777,777778
fatima;Casa residencial à venda, Fátima, Fortaleza.;1900000;300;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;6333,333333
aldeota;Casa à venda, 253 m² por R$ 1.350.000,00 - Aldeota - Fortaleza/CE;1290000;253;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;5098,814229
montese;Casa residencial à venda, Montese, Fortaleza.;900000;300;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;3000
joquei clube;Casa com 3 dormitórios à venda por R$ 330.000,00 - Jóquei Clube - Fortaleza/CE;330000;214;Médio (0,3501-0,5000);0,406362443;708,67;32,043888556;17,899940084;41,428250449;8,421959257;0,801-0,900 (Alto);0,9115318;0,865542527;1542,056075
damas;Casa com 5 dormitórios à venda, 160 m² por R$ 290.000,00 - Damas - Fortaleza/CE;240000;160;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;1500
damas;Casa à venda, 100 m² por R$ 340.000,00 - Damas - Fortaleza/CE;340000;100;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;3400
centro;Casa com 8 dormitórios à venda - Centro - Fortaleza/CE;749000;308;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;2431,818182
coco;Casa à venda, 180 m² por R$ 699.000,00 - Papicu - Fortaleza/CE;699000;180;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;3883,333333
vila uniao;Casa à venda na Vila União, Fortaleza;690000;234;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;2948,717949
papicu;Casa residencial à venda, Papicu, Fortaleza.;800000;264;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;3030,30303
bom futuro;Casa à venda por R$ 680.000,00 - Montese - Fortaleza/CE;680000;283;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2402,826855
bom futuro;Casa à venda por R$ 530.000,00 - Montese - Fortaleza/CE;530000;194;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;2731,958763
maraponga;Casa com 3 dormitórios à venda, 118 m² por R$ 540.000,00 - Maraponga - Fortaleza;540000;118;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;4576,271186
parque dois irmaos;Casa à venda com 5 quartos localizada no Parque Dois Irmãos - Fortaleza - CE;500000;145;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3448,275862
jardim guanabara;Casa à venda, Jardim Guanabara, Fortaleza, CE;370000;138;Baixo (0,2501-0,3500);0,325108052;508,03;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;2681,15942
passare;Casa com 4 dormitórios à venda, 220 m² por R$ 510.000,00 - Passaré - Fortaleza/CE;510000;220;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;2318,181818
parangaba;Casa com 2 dormitórios à venda, 72 m² por R$ 400.000,00 - Maraponga - Fortaleza/CE;400000;73;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;5479,452055
cambeba;Casa à venda, 340 m² por R$ 1.850.000,00 - Cambeba - Fortaleza/CE;1850000;340;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;5441,176471
jose de alencar;Casa com 3 dormitórios à venda, 132 m² por R$ 599.000,00 - José de Alencar - Fortaleza/CE;599000;132;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4537,878788
jose de alencar;Casa de Condomínio Para Vender com 3 quartos 2 suítes no bairro Lagoa Redonda em Fortaleza;750000;105;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;7142,857143
jose bonifacio;Casa para venda no bairro José Bonifácio - Fortaleza - CE;730000;385;Alto (0,5001-0,7000);0,643759239;1159,2;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;1896,103896
alvaro weyne;Casa Duplex à venda 6 quartos e 4 vagas no Ávaro Weyne - Fortaleza - Ceará;650000;250;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;2600
passare;Casa com 2 dormitórios à venda, 58 m² por R$ 290.000,00 - Passaré - Fortaleza/CE;290000;58;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;5000
centro;Casa Duplex com 3 Quartos à Venda, 120 m² por R$ 549.000 - Centro - Fortaleza/CE;549000;120;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;4575
mondubim;Casa com 3 dormitórios à venda, 81 m² por R$ 319.000,00 - Mondubim - Fortaleza/CE;319000;82;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;3890,243902
jose de alencar;Casa com 4 dormitórios à venda, 173 m² por R$ 450.000,00 - José de Alencar - Fortaleza/CE;450000;173;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;2601,156069
montese;Casa com 6 dormitórios à venda, 270 m² por R$ 800.000,00 - Montese - Fortaleza/CE;800000;271;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2952,02952
passare;Casa com 2 dormitórios à venda, 72 m² por R$ 250.000,00 - Castelão- Fortaleza/CE;250000;72;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3472,222222
passare;Casa com 2 dormitórios à venda, 72 m² por R$ 300.000,00 - Castelão- Fortaleza/CE;300000;72;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4166,666667
maraponga;Casa para venda tem 110 metros quadrados com 3 quartos em Maraponga - Fortaleza - CE;385000;110;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;3500
parque manibura;Casa com 3 dormitórios à venda, 151 m² por R$ 690.000,00 - Parque Manibura - Fortaleza/CE;690000;152;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;4539,473684
de lourdes;Casa com 4 dormitórios à venda, 335 m² por R$ 4.050.000,00 - Dunas - Fortaleza/CE;4050000;335;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;12089,55224
dende;Casa com 2 dormitórios à venda, 90 m² por R$ 300.000,00 - Rachel de Queiroz - Fortaleza/CE;300000;90;Muito baixo (0,0000-0,2500);0,181127137;633,44;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3333,333333
maraponga;Casa com 4 dormitórios à venda, 240 m² por R$ 680.000,00 - Maraponga - Fortaleza/CE;680000;156;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;4358,974359
passare;Casa com 3 dormitórios à venda, 95 m² por R$ 520.000,00 - Passaré - Fortaleza/CE;560000;95;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;5894,736842
sao bento;Casa com 3 dormitórios à venda, 88 m² por R$ 390.000,00 - São Bento - Fortaleza/CE;390000;88;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;4431,818182
fatima;Casa com 3 dormitórios à venda, 180 m² por R$ 280.000,00 - Joaquim Távora - Fortaleza/CE;280000;180;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;1555,555556
montese;Casa com 3 dormitórios à venda, 191 m² por R$ 300.000 - Montese - Fortaleza/CE;300000;191;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1570,680628
